"","title","authors","keywords","doi"
"785","Estimation of kinetic parameters in an S-system equation model for a metabolic reaction system using the Newton-Raphson method.","Iwata M, Sriyudthsak K, Hirai MY, Shiraishi F.","Biochemical systems theory; Newton–Raphson method; Parameter estimation; Time course data","10.1016/j.mbs.2013.11.002"
"786","A tool to assess the quality of a meta-analysis.","Higgins JP, Lane PW, Anagnostelis B, Anzures-Cabrera J, Baker NF, Cappelleri JC, Haughie S, Hollis S, Lewis SC, Moneuse P, Whitehead A.","bias; meta-analysis; quality; systematic reviews","10.1002/jrsm.1092"
"787","A standardized mean difference effect size for multiple baseline designs across individuals.","Hedges LV, Pustejovsky JE, Shadish WR.","effect size; hierarchical linear model; multiple baseline designs; single-case design","10.1002/jrsm.1086"
"788","Assessing key assumptions of network meta-analysis: a review of methods.","Donegan S, Williamson P, D'Alessandro U, Tudur Smith C.","consistency, transitivity; mixed treatment comparison; multiple treatments meta-analysis; network meta-analysis","10.1002/jrsm.1085"
"789","Knowledge and utilization of computer-software for statistics among Nigerian dentists.","Chukwuneke FN, Anyanechi CE, Obiakor AO, Amobi O, Onyejiaka N, Alamba I.","NA","NA"
"790","Effectiveness of variable-gain Kalman filter based on angle error calculated from acceleration signals in lower limb angle measurement with inertial sensors.","Teruyama Y, Watanabe T.","NA","10.1155/2013/398042"
"791","Risk factors and criteria predicting early graft loss after adult-to-adult living donor liver transplantation.","Du Z, Wei Y, Chen K, Chen X, Zhang Z, Li H, Ma Y, Li B.","Early graft loss; Graft dysfunction; Indocyanine green test; Living donor liver transplantation; Small for size","10.1016/j.jss.2013.10.048"
"792","Educational differences in postmenopausal breast cancer--quantifying indirect effects through health behaviors, body mass index and reproductive patterns.","Hvidtfeldt UA, Lange T, Andersen I, Diderichsen F, Keiding N, Prescott E, Sørensen TI, Tjønneland A, Rod NH.","NA","10.1371/journal.pone.0078690"
"793","Comment on ‘Causal inference, probability theory, and graphical insights’ by Stuart G. Baker.","Pearl J.","NA","NA"
"794","Additional thoughts on causal inference, probability theory, and graphical insights.","Baker SG.","NA","NA"
"795","A statistical method for synthesizing meta-analyses.","Tang LL, Caudy M, Taxman F.","NA","10.1155/2013/732989"
"796","Comparison of SVM and ANFIS for snore related sounds classification by using the largest Lyapunov exponent and entropy.","Ankishan H, Yilmaz D.","NA","10.1155/2013/238937"
"797","SNP selection in genome-wide association studies via penalized support vector machine with MAX test.","Kim J, Sohn I, Kim DD, Jung SH.","NA","10.1155/2013/340678"
"798","Multiscale cross-approximate entropy analysis as a measurement of complexity between ECG R-R interval and PPG pulse amplitude series among the normal and diabetic subjects.","Wu HT, Lee CY, Liu CC, Liu AB.","NA","10.1155/2013/231762"
"799","Simulation from a known Cox MSM using standard parametric models for the g-formula.","Young JG, Tchetgen Tchetgen EJ.","causal inference; g-formula; g-null paradox; marginal structural models; simulation; survival analysis","10.1002/sim.5994"
"800","The consequences of proportional hazards based model selection.","Campbell H, Dean CB.","model selection bias; proportional hazards; two-stage approach","10.1002/sim.6021"
"801","This special issue contains several papers on clinical trials, exemplifying Ross Prentice's influence. Preface.","Cai J, Hsu L.","NA","10.1007/s10985-013-9284-2"
"802","Optimal auxiliary-covariate-based two-phase sampling design for semiparametric efficient estimation of a mean or mean difference, with application to clinical trials.","Gilbert PB, Yu X, Rotnitzky A.","augmented inverse probability weighting; efficient estimation; efficient sampling; missing data; semiparametric model; two-phase sampling","10.1002/sim.6006"
"803","Sample size estimation for time-dependent receiver operating characteristic.","Li H, Gatsonis C.","censoring; parametric survival model; sample size estimation; time-dependent AUC; time-dependent ROC; uniform accrual period","10.1002/sim.6005"
"804","A comparison of 12 algorithms for matching on the propensity score.","Austin PC.","Monte Carlo simulations; computer algorithms; matching; optimal matching; propensity score; propensity-score matching","10.1002/sim.6004"
"805","Modeling grade progression in an active surveillance study.","Inoue LY, Trock BJ, Partin AW, Carter HB, Etzioni R.","Bayesian analysis; prostate cancer; simulation modeling","10.1002/sim.6003"
"806","Bayesian random effects selection in mixed accelerated failure time model for interval-censored data.","Harun N, Cai B.","Cholesky decomposition; Dirichlet process priors; Gaussian mixtures; accelerated failure time models; correlated data; variable selection","10.1002/sim.6002"
"807","Flexible non-randomized response models for survey with sensitive question.","Wu Q, Tang ML.","non-randomized response model; sensitive question; triangular model","10.1002/sim.5999"
"808","Spatially regularized estimation for the analysis of dynamic contrast-enhanced magnetic resonance imaging data.","Sommer JC, Gertheiss J, Schmid VJ.","DCE-MRI; elastic net; model selection; multi-compartment model; spatially penalized estimation","10.1002/sim.5997"
"809","Bayesian adaptive determination of the sample size required to assure acceptably low adverse event risk.","Lawrence Gould A, Zhang XD.","adaptive design; predictive distribution; relative risk; robustness; sensitivity","10.1002/sim.5993"
"810","Joint confidence region estimation for area under ROC curve and Youden index.","Yin J, Tian L.","Box-Cox transformation; ROC analysis; asymptotic delta method; bootstrap method; confidence region; generalized inference","10.1002/sim.5992"
"811","Identifying multiple change points in a linear mixed effects model.","Lai Y, Albert PS.","change point; dynamic programming algorithm; expectation-maximization algorithm; linear mixed effects model; longitudinal data","10.1002/sim.5996"
"812","Antiviral therapy for chronic hepatitis B virus infection and development of hepatocellular carcinoma in a US population.","Gordon SC, Lamerato LE, Rupp LB, Li J, Holmberg SD, Moorman AC, Spradling PR, Teshale EH, Vijayadeva V, Boscarino JA, Henkle EM, Oja-Tebbe N, Lu M; CHeCS Investigators.","Alanine Aminotransferase; Fibrosis; Liver Cancer; Tumor","10.1016/j.cgh.2013.09.062"
"813","[The adventure of biostatistics in oncology].","Asselain B.","NA","NA"
"814","Statistical approaches for analyzing immunologic data of repeated observations: a practical guide.","Panda A#, Chen S#, Shaw AC, Allore HG.","Heterogeneity; Mixed model; Multiple comparisons; Repeated measurement","10.1016/j.jim.2013.09.004"
"815","Funnel plots for population-based cancer survival: principles, methods and applications.","Quaresma M, Coleman MP, Rachet B.","cancer survival; funnel plot; geographical variation; population base; surveillance","10.1002/sim.5953"
"816","HeFPipe: a complete analytical pipeline for heterozygosity-fitness correlation studies.","Fisher MA.","Python; heterozygosity-fitness correlation; pipeline; population genetics","10.1111/1755-0998.12160"
"817","Samples from subdivided populations yield biased estimates of effective size that overestimate the rate of loss of genetic variation.","Ryman N, Allendorf FW, Jorde PE, Laikre L, Hössjer O.","effective population size; subdivided populations; temporal method","10.1111/1755-0998.12154"
"818","Further insight into the depth-dependent microstructural response of cartilage to compression using a channel indentation technique.","Thambyah A, Broom ND.","NA","10.1155/2013/358192"
"819","Scale-specific multifractal medical image analysis.","Braverman B, Tambasco M.","NA","10.1155/2013/262931"
"820","Multiple active contours guided by differential evolution for medical image segmentation.","Cruz-Aceves I, Avina-Cervantes JG, Lopez-Hernandez JM, Rostro-Gonzalez H, Garcia-Capulin CH, Torres-Cisneros M, Guzman-Cabrera R.","NA","10.1155/2013/190304"
"821","Verbal working and long-term episodic memory associations with white matter microstructure in normal aging investigated using tract-based spatial statistics.","Charlton RA, Barrick TR, Markus HS, Morris RG.","NA","10.1037/a0032668"
"822","An analysis of the molecular evolution of hepatitis B viral genotypes A/B/D using a Bayesian evolutionary method.","Xu G, Wei C, Guo Y, Zhang C, Zhang N, Wang G.","NA","10.1186/1743-422X-10-256"
"823","Estimating sibling recurrence risk in population sample surveys.","Graubard BI, Sirken MG.","NA","10.1159/000351737"
"824","Integration of biostatistics and pharmacometrics computing platforms for efficient and reproducible PK/PD analysis: a case study.","Ou YC, Lo A, Lee B, Liu P, Kimura K, Eary C, Hopkins A.","NONMEM; R; pharmacometrics computing platforms; statistical computing environment (SCE)","10.1002/jcph.157"
"825","A biased random-key genetic algorithm for data clustering.","Festa P.","Clustering; Combinatorial optimization; Computational biology; Molecular structure prediction","10.1016/j.mbs.2013.07.011"
"826","Fast discriminative stochastic neighbor embedding analysis.","Zheng J, Qiu H, Xu X, Wang W, Huang Q.","NA","10.1155/2013/106867"
"827","Mitochondrial DNA variation analysis in cervical cancer.","Kabekkodu SP, Bhat S, Mascarenhas R, Mallya S, Bhat M, Pandey D, Kushtagi P, Thangaraj K, Gopinath PM, Satyamoorthy K.","Cervical cancer; Copy number; D loop and coding region; HPV; Haplogroup; mtDNA","10.1016/j.mito.2013.07.001"
"828","An introduction to survival models: in honor of Ross Prentice.","Oakes D.","NA","10.1007/s10985-013-9276-2"
"829","Evaluating subject-level incremental values of new markers for risk classification rule.","Cai T, Tian L, Lloyd-Jones D, Wei LJ.","NA","10.1007/s10985-013-9272-6"
"830","Adopting nested case-control quota sampling designs for the evaluation of risk markers.","Zheng Y, Cai T, Pepe MS.","NA","10.1007/s10985-013-9270-8"
"831","Statistics for surgeons writing and using the medical literature.","Malay DS.","NA","10.1053/j.jfas.2013.05.004"
"832","An introduction to statistical process control in research proteomics.","Bramwell D.","2-DE; Control chart; FN; FP; False negative; False positive; LC–MS; QC; Quality control; Quantitative proteomics; SPC; Statistical process control; TN; TP; True negative; True positive; VSN; Variance Stabilisation Normalisation","10.1016/j.jprot.2013.06.010"
"833","Transcriptome analysis of MENX-associated rat pituitary adenomas identifies novel molecular mechanisms involved in the pathogenesis of human pituitary gonadotroph adenomas.","Lee M, Marinoni I, Irmler M, Psaras T, Honegger JB, Beschorner R, Anastasov N, Beckers J, Theodoropoulou M, Roncaroli F, Pellegata NS.","NA","10.1007/s00401-013-1132-7"
"834","Spatial moving average risk smoothing.","Botella-Rocamora P, López-Quílez A, Martinez-Beneito MA.","NA","10.1002/sim.5704"
"835","Random fluctuation of selection coefficients and the extent of nucleotide variation in human populations.","Miura S, Zhang Z, Nei M.","allele frequency distribution; fluctuating selection coefficient; heterozygosity","10.1073/pnas.1308462110"
"836","Foreword: inverse problems in biology.","Lassas M, Siltanen S.","NA","10.1007/s00285-013-0700-8"
"837","Bioinformatics: what the clinical laboratorian needs to know and prepare for.","Tsongalis GJ, Chao E, Hagenkord JM, Hambuch T, Moore JH.","NA","10.1373/clinchem.2012.198226"
"838","Efficient estimation of the distribution of time to composite endpoint when some endpoints are only partially observed.","Daniel RM, Tsiatis AA.","NA","10.1007/s10985-013-9261-9"
"839","Author's reply: basic statistics for postgraduate students.","Dakhale G.","NA","NA"
"840","Basic statistics for postgraduate students.","Charan J.","NA","10.4103/0253-7613.108331"
"841","Evaluating hospital readmission rates in dialysis facilities; adjusting for hospital effects.","He K, Kalbfleisch JD, Li Y, Li Y.","NA","10.1007/s10985-013-9264-6"
"842","Biostatistics primer: what a clinician ought to know--prognostic and predictive factors.","Simms L, Barraclough H, Govindan R.","NA","10.1097/JTO.0b013e318292bdcd"
"843","Trends in citations to books on epidemiological and statistical methods in the biomedical literature.","Porta M, Vandenbroucke JP, Ioannidis JP, Sanz S, Fernandez E, Bhopal R, Morabia A, Victora C, Lopez T.","NA","10.1371/journal.pone.0061837"
"844","Causal inference, probability theory, and graphical insights.","Baker SG.","BK-Plot; Simpson's paradox; causal graph; confounder; instrumental variable; observational study","10.1002/sim.5828"
